apt_name,price,address,station_distance,area,floor_plan,balcony,year
パシフィックパレス中落合,6980万円,東京都新宿区中落合２,西武新宿線「下落合」徒歩7分,71.8m2（壁芯）,3LDK,6.31m2,1984年11月
ザ・パームス東中野エアリィタワー,6980万円,東京都新宿区北新宿４,ＪＲ総武線「東中野」徒歩5分,46.83m2（14.16坪）（壁芯）,2LDK,7.59m2,2000年2月
シャーレ―原宿,6980万円,東京都渋谷区神宮前２,ＪＲ山手線「原宿」徒歩8分,48.42m2（壁芯）,2LDK,4.53m2,1978年3月
ライフピア新宿中落合,6980万円,東京都新宿区中落合２,西武新宿線「下落合」徒歩4分,57.24m2（壁芯）,2LDK,6.52m2,2013年10月
ザ・パームス東中野エアリィタワー,6980万円,東京都新宿区北新宿４,ＪＲ中央線「東中野」徒歩5分,46.83m2（14.16坪）（壁芯）,2LDK,7.59m2,2000年2月
ＰＲＥＭＩＵＭ　ＣＵＢＥ　Ｇ　北新宿,6980万円,東京都新宿区北新宿４,ＪＲ中央線「大久保」徒歩6分,40.92m2（壁芯）,1LDK,9.9m2,2018年4月
ランドステージ白山,6980万円,東京都文京区白山１,都営大江戸線「春日」徒歩7分,55.02m2（壁芯）,1LDK+S（納戸）,-,2006年6月
オクトピア湊,6980万円,東京都中央区湊３,東京メトロ有楽町線「新富町」徒歩7分,61.69m2（壁芯）,2LDK,9.15m2,1982年6月
グランスイート中落合,6980万円,東京都新宿区中落合２,都営大江戸線「中井」徒歩11分,60.48m2（18.29坪）,2LDK,9.59m2,2004年11月
ルジェンテ文京湯島,6990万円,東京都文京区湯島２,東京メトロ千代田線「湯島」徒歩5分,36.53m2（壁芯）,1LDK,6.3m2,2022年8月
シャトレ市ヶ谷,6998万円,東京都新宿区富久町,東京メトロ丸ノ内線「新宿御苑前」徒歩8分,65.96m2（壁芯）,2LDK+S（納戸）,-,1970年12月
ノア南麻布,6999万円,東京都港区南麻布３,東京メトロ日比谷線「広尾」徒歩13分,59.89m2（壁芯）,2LDK,3.36m2,1979年4月
サンウッド赤坂フラッツ,6999万円,東京都港区赤坂９,東京メトロ千代田線「赤坂」徒歩6分,35.94m2（壁芯）,1LDK,2.76m2,1999年9月
市谷左内坂ハイム,6999万円,東京都新宿区市谷左内町,東京メトロ有楽町線「市ケ谷」徒歩3分,57.89m2（壁芯）,2LDK,18.89m2,1972年9月
サンサーラ第４御苑,6999万円,東京都新宿区新宿１,東京メトロ丸ノ内線「新宿御苑前」徒歩2分,49.41m2（壁芯）,2LDK,7.15m2,1985年7月
ベルザ南麻布,6999万円,東京都港区南麻布１,東京メトロ南北線「麻布十番」徒歩7分,34.69m2（壁芯）,1LDK,5m2,1997年3月
パークリュクス神田,7080万円,東京都千代田区神田多町２,ＪＲ山手線「神田」徒歩3分,35.43m2（壁芯）,1LDK,3.33m2,2021年9月
プラウド本郷弓町,7080万円,東京都文京区本郷１,都営三田線「水道橋」徒歩4分,40.32m2（壁芯）,1LDK,4.92m2,2010年8月
スタジオエアー白金,7180万円,東京都港区白金３,東京メトロ南北線「白金高輪」徒歩9分,42.3m2（壁芯）,1LDK,6.82m2,2004年4月
ワコーレ初台ガーデン,7180万円,東京都渋谷区本町２,京王新線「初台」徒歩7分,56.16m2（16.98坪）（壁芯）,2LDK,-,1983年12月
ライオンズガーデン幡ヶ谷,7190万円,東京都渋谷区幡ヶ谷３-55-1,京王新線「幡ヶ谷」徒歩8分,56.34m2（17.04坪）（壁芯）,1LDK+S（納戸）,-,1995年8月
デュオ・スカーラ笹塚,7199万円,東京都渋谷区笹塚１,京王線「笹塚」徒歩1分,44.75m2（壁芯）,2LDK,6.76m2,2002年2月
サンクタス四谷・曙橋ルーセンシティ,7200万円,東京都新宿区住吉町,都営新宿線「曙橋」徒歩1分,50.96m2,1LDK,5.1m2,2005年9月
アクサス東新宿アジールコート,7200万円,東京都新宿区大久保１,東京メトロ副都心線「東新宿」徒歩2分,42.19m2（12.76坪）（壁芯）,1LDK,5.22m2,2014年5月
代々木ニューハイツ,7280万円,東京都渋谷区代々木２-41-2,京王新線「新宿」徒歩9分,58.42m2（17.67坪）（壁芯）,1LDK,6.25m2,1977年10月
ＧＲＥＥＮ　ＰＡＲＫ　築地,7298万円,東京都中央区築地７,東京メトロ日比谷線「築地」徒歩6分,40.51m2（壁芯）,1LDK,5.48m2,2012年6月
シヤンボール三田,7299万円,東京都港区三田５,東京メトロ南北線「白金高輪」徒歩8分,48.02m2（壁芯）,2LDK,7.74m2,1978年9月
グランスイート文京小石川,7350万円,東京都文京区白山２,都営三田線「春日」徒歩11分,56.14m2（16.98坪）（壁芯）,2LDK,5.88m2,2005年1月
ラクシア品川ポルトチッタ,7380万円,東京都港区港南３,ＪＲ山手線「品川」徒歩15分,50.52m2（壁芯）,1LDK,21.22m2,2005年1月
ルジェンテ早稲田,7471万円,東京都新宿区早稲田鶴巻町,東京メトロ東西線「早稲田」徒歩4分,33.9m2（壁芯）,1LDK,4.17m2,2023年12月
飯田橋第一パークファミリア,7480万円,東京都新宿区新小川町7-23,ＪＲ中央線「飯田橋」徒歩10分,63.37m2（19.16坪）（壁芯）,2LDK,7.35m2,1979年11月
フローレンスパレス笹塚,7480万円,東京都渋谷区笹塚２-21-2,京王線「笹塚」徒歩4分,51.3m2（15.51坪）（壁芯）,2LDK,6.48m2,1999年5月
アピカ原宿,7480万円,東京都渋谷区千駄ヶ谷３-12-19,東京メトロ副都心線「北参道」徒歩3分,39.78m2（12.03坪）（壁芯）,1LDK,2.43m2,1997年3月
晴海テラス,7480万円,東京都中央区晴海５-1-9,都営大江戸線「勝どき」徒歩10分,50.01m2（壁芯）,2LDK,11.11m2,2009年3月
フローレンスパレス笹塚,7480万円,東京都渋谷区笹塚２-21-2,京王線「笹塚」徒歩4分,51.3m2（壁芯）,2LDK,6.48m2,1999年5月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（壁芯）,1LDK,6.86m2,2010年7月
サンクタス文京大塚　アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（壁芯）,1LDK,6.86m2,2010年7月
アスコットパーク日本橋浜町アルテ,7490万円,東京都中央区日本橋浜町２-25-1,都営新宿線「浜町」徒歩4分,40.32m2（12.19坪）（壁芯）,1LDK,3.46m2,2008年2月
朝日白山マンション,7499万円,東京都文京区白山１,都営三田線「白山」徒歩1分,51.71m2（壁芯）,3LDK,6.28m2,1985年5月
ハイツ水天宮前,7499万円,東京都中央区日本橋蛎殻町１,東京メトロ半蔵門線「水天宮前」徒歩1分,58.19m2（壁芯）,2LDK,7.68m2,1980年3月
白金武蔵野コーポラス,7500万円,東京都港区白金４,東京メトロ南北線「白金台」徒歩7分,50.36m2（壁芯）,2LDK,6.84m2,1970年11月
グランドメゾン田町,7680万円,東京都港区芝浦２-1-11,ＪＲ山手線「田町」徒歩10分,63.43m2（19.18坪）（壁芯）,3LDK,4.9m2,1983年1月
ファミール南青山ブランカ,7680万円,東京都港区南青山７-６－２,東京メトロ銀座線「表参道」徒歩12分,41.81m2（壁芯）,1LDK,6.34m2,2003年3月
ファミール南青山ブランカ,7680万円,東京都港区南青山７,東京メトロ千代田線「表参道」徒歩12分,41.81m2（壁芯）,1LDK,6.34m2,2003年3月
麻布コーポラス,7700万円,東京都港区南麻布５,東京メトロ日比谷線「広尾」徒歩5分,75.66m2（22.88坪）（登記）,2LDK,-,1959年11月
ブランズ明石町,7770万円,東京都中央区明石町,東京メトロ有楽町線「新富町」徒歩6分,40.11m2（12.13坪）（壁芯）,1LDK,5.18m2,2017年4月
日神パレステージ西麻布,7780万円,東京都港区西麻布４,東京メトロ日比谷線「六本木」徒歩10分,38.2m2（壁芯）,1DK+S（納戸）,3.46m2,1996年3月
ライオンズマンション後楽園,7780万円,東京都文京区水道１,東京メトロ丸ノ内線「後楽園」徒歩9分,55.51m2（16.79坪）（壁芯）,2LDK,3.83m2,1996年8月
ニュー信濃町ハイツ,7798万円,東京都新宿区左門町,東京メトロ丸ノ内線「四谷三丁目」徒歩4分,72.31m2（壁芯）,3LDK,5.22m2,1979年8月
ランドステージ白山,7798万円,東京都文京区白山１,都営大江戸線「春日」徒歩7分,55.24m2（壁芯）,1LDK+S（納戸）,6.14m2,2006年6月
ガーデンホーム落合ヒルズ,7800万円,東京都新宿区中落合２,西武新宿線「下落合」徒歩4分,66.62m2（壁芯）,3LDK,8.73m2,1996年11月
ルイマーブル乃木坂,7980万円,東京都港区赤坂９,東京メトロ千代田線「乃木坂」徒歩3分,57.77m2（壁芯）,ワンルーム,4.25m2,1978年6月
フリーディオ西麻布,7980万円,東京都港区西麻布４,東京メトロ日比谷線「広尾」徒歩6分,41.78m2,ワンルーム,7.7m2,1999年11月
フォルトゥナ日本橋,7980万円,東京都中央区日本橋小舟町,東京メトロ銀座線「三越前」徒歩7分,45.17m2（壁芯）,1LDK,5.33m2,2001年3月
ランダム小石川B,7980万円,東京都文京区春日２,東京メトロ丸ノ内線「茗荷谷」徒歩9分,65.22m2（壁芯）,2LDK,6.2m2,1992年1月
グランベル西早稲田プレシャス,7980万円,東京都新宿区西早稲田２,東京メトロ東西線「早稲田」徒歩6分,67.86m2,2LDK,20.09m2,2007年1月
ニュー九段マンション,7998万円,東京都千代田区九段南４,東京メトロ有楽町線「市ケ谷」徒歩2分,59.95m2（壁芯）,3LDK,5.5m2,1970年10月
【ニュー九段マンション】内装リフォーム　３駅６路線利…,7998万円,東京都千代田区九段南４,ＪＲ中央線「市ケ谷」徒歩2分,59.95m2（18.13坪）,3LDK,5.5m2,1970年10月
クリオ目白台壱番館,7999万円,東京都文京区目白台２,東京メトロ副都心線「雑司が谷」徒歩5分,61.37m2（壁芯）,2LDK,7.96m2,2004年1月
ルモン広尾,7999万円,東京都渋谷区広尾１,ＪＲ山手線「恵比寿」徒歩3分,46.98m2（壁芯）,2LDK,3.36m2,1979年8月
グローイン新宿御苑,7999万円,東京都新宿区新宿１,東京メトロ丸ノ内線「新宿御苑前」徒歩3分,55.08m2（壁芯）,1LDK+S（納戸）,7.14m2,1985年12月
イニシアイオ高田馬場,8190万円,東京都新宿区高田馬場３,西武新宿線「下落合」徒歩6分,58.19m2（壁芯）,2LDK,6.36m2,2012年2月
グランシティ天王洲アイル,8210万円,東京都港区港南４,東京モノレール「天王洲アイル」徒歩11分,53.91m2（壁芯）,2LDK,8.36m2,1998年10月
エンブレム下落合,8230万円,東京都新宿区下落合４,西武新宿線「下落合」徒歩6分,81.09m2（壁芯）,2LDK,12.15m2,1986年10月
パークタワー晴海,8280万円,東京都中央区晴海２,都営大江戸線「月島」徒歩12分,43.92m2（壁芯）,1LDK,10.84m2,2019年5月
ライオンズシティ九段,8280万円,東京都千代田区九段南３,都営新宿線「市ケ谷」徒歩5分,41.62m2（壁芯）,1LDK,5.37m2,1998年11月
Ｂｒｉｌｌｉａ月島四丁目,8290万円,東京都中央区月島４,東京メトロ有楽町線「月島」徒歩3分,38.36m2（壁芯）,1LDK,6.15m2,2024年11月
浜町グランドハイツ,8299万円,東京都中央区日本橋中洲,東京メトロ半蔵門線「水天宮前」徒歩5分,65.78m2（19.89坪）（壁芯）,3LDK,9.23m2,1976年8月
パークタワー西新宿エムズポート,8380万円,東京都新宿区西新宿８,東京メトロ丸ノ内線「西新宿」徒歩4分,57.34m2（壁芯）,1LDK+S（納戸）,22.37m2,2013年9月
虎ノ門ガーデン,8400万円,東京都港区虎ノ門３,東京メトロ日比谷線「神谷町」徒歩3分,68.04m2（壁芯）,1LDK+S（納戸）,9.07m2,1982年3月
パストラルハイム面影橋,8480万円,東京都新宿区西早稲田３,東京メトロ副都心線「西早稲田」徒歩10分,70.28m2（壁芯）,3LDK,1m2,1992年6月
CONOE一番町,8480万円,東京都千代田区一番町,東京メトロ半蔵門線「半蔵門」徒歩3分,31.26m2（壁芯）,1LDK,3.36m2,2012年2月
CONOE一番町,8480万円,東京都千代田区一番町,東京メトロ有楽町線「麹町」徒歩4分,31.26m2（壁芯）,1LDK,3.36m2,2012年2月
晴海アイランドトリトンスクエアビュータワー１号棟,8480万円,東京都中央区晴海１-6-1,東京メトロ有楽町線「月島」徒歩7分,55.27m2（16.71坪）（壁芯）,1LDK+S（納戸）,7.97m2,1998年2月
ザ・パークハウス晴海タワーズ ティアロレジデンス,8480万円,東京都中央区晴海２,都営大江戸線「勝どき」徒歩11分,44.15m2,1LDK,9.33m2,2016年3月
藤和シティホームズ西早稲田,8499万円,東京都新宿区西早稲田１-23-12,東京メトロ東西線「早稲田」徒歩11分,67.4m2（20.38坪）（壁芯）,3LDK,9m2,2000年2月
浜町グランドハイツ,8499万円,東京都中央区日本橋中洲1-5,東京メトロ半蔵門線「水天宮前」徒歩5分,65.78m2（19.89坪）（壁芯）,3LDK,9.23m2,1976年8月
藤和シティホームズ西早稲田,8499万円,東京都新宿区西早稲田１,東京メトロ東西線「早稲田」徒歩11分,67.4m2（壁芯）,3LDK,9m2,2000年2月
ピアース渋谷ＷＥＳＴ,8550万円,東京都渋谷区神泉町,京王井の頭線「神泉」徒歩5分,40.54m2（壁芯）,1LDK+S（納戸）,8m2,2020年11月
サンクタス築地,8680万円,東京都中央区築地７-13-7,東京メトロ日比谷線「築地」徒歩8分,44.24m2（13.38坪）,1LDK,4.86m2,2000年2月
シャルムコート東日本橋,8690万円,東京都中央区東日本橋２,都営浅草線「東日本橋」徒歩1分,50.15m2（壁芯）,3K,2.55m2,2004年6月
ルーブル白金,8699万円,東京都港区白金３,東京メトロ南北線「白金高輪」徒歩9分,48.47m2（壁芯）,2DK,6.05m2,1991年10月
日本橋三越駅前アムフラット壱番館,8880万円,東京都中央区日本橋小舟町8-14,東京メトロ日比谷線「人形町」徒歩4分,51.3m2（15.51坪）（壁芯）,1LDK,2.94m2,2005年1月
『スカーラ神宮前』 最上階　　渋谷/表参道/北参道/…,8880万円,東京都渋谷区神宮前５,東京メトロ銀座線「表参道」徒歩8分,39.94m2（壁芯）,1K,2.31m2,1992年8月
日本橋三越前アムフラット壱番館,8880万円,東京都中央区日本橋小舟町,東京メトロ日比谷線「人形町」徒歩4分,51.3m2（壁芯）,1LDK,2.94m2,2005年2月
サンクタスデュオ下落合コートB,8880万円,東京都新宿区上落合１,西武新宿線「下落合」徒歩4分,70.21m2（21.23坪）（壁芯）,3LDK,15.01m2,1998年9月
日本橋三越前アムフラット壱番館,8880万円,東京都中央区日本橋小舟町,都営浅草線「人形町」徒歩4分,51.3m2（壁芯）,1LDK,2.94m2,2005年1月
【WALLMATE限定物件】日興初台スカイマンション…,8880万円,東京都渋谷区本町１,京王新線「初台」徒歩6分,78.02m2（23.60坪）,2LDK,12.13m2,1980年1月
菱和パレス西麻布,8900万円,東京都港区西麻布４,東京メトロ日比谷線「広尾」徒歩8分,60m2（壁芯）,1LDK+S（納戸）,-,1999年4月
ビクトリアハイム市ヶ谷,8980万円,東京都新宿区住吉町,都営新宿線「曙橋」徒歩2分,61.4m2（壁芯）,3LDK,14m2,1997年8月
グレースプラザ若松町,8980万円,東京都新宿区若松町,都営大江戸線「若松河田」徒歩3分,83.47m2（25.24坪）（登記）,3LDK,4.64m2,1984年12月
パークホームズ渋谷松濤,8980万円,東京都渋谷区松濤２,京王井の頭線「神泉」徒歩9分,39.82m2（12.04坪）（壁芯）,1LDK,4.42m2,2023年6月
ザ・パークハウス西新宿タワー60,8980万円,東京都新宿区西新宿５,都営大江戸線「西新宿五丁目」徒歩7分,43.08m2（壁芯）,ワンルーム,13.32m2,2017年8月
日本橋三越駅前アムフラット壱番館,8980万円,東京都中央区日本橋小舟町,東京メトロ日比谷線「人形町」徒歩5分,51.3m2（壁芯）,1LDK,2.94m2,2005年1月
ジェイシティ幡ヶ谷,8980万円,東京都渋谷区本町５,京王新線「幡ヶ谷」徒歩8分,63.21m2（19.12坪）（壁芯）,2LDK,4.95m2,2000年3月
レゾン アレグレ,8980万円,東京都中央区湊３,東京メトロ有楽町線「新富町」徒歩4分,54.11m2（壁芯）,2LDK,5.1m2,2005年6月
ルフォン文京本駒込,8980万円,東京都文京区本駒込５,ＪＲ山手線「駒込」徒歩8分,56.49m2（壁芯）,2LDK,11.97m2,2015年2月
スパジオ日本橋水天宮,8998万円,東京都中央区日本橋箱崎町,東京メトロ半蔵門線「水天宮前」徒歩3分,55.82m2（壁芯）,2LDK,9m2,2000年8月
