apt_name,total Price,prefecture,city,town,line,station,way,walking time,area [m2],room,L,D,K,S,balcony [m2],date_month,age,population,price/m2,count,popularity
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ埼京線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３-17-11,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
ヴェラハイツ恵比寿東　（3LDK＋WIC）,159900000,東京,渋谷,東３-17-11,ＪＲ山手線,恵比寿,徒歩,4,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
コスモ日本橋浜町,159900000,東京,中央,日本橋浜町３,都営新宿線,浜町,徒歩,4,67.69,3,1,1,1,0,8.1,6,25,187404.0,2362239.621805289,1127,0.6013745704467355
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｃ棟,159900000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,14,80.15,3,1,1,1,0,26.61,11,2,187404.0,1995009.357454772,1127,0.6013745704467355
コスモ日本橋浜町,159900000,東京,中央,日本橋浜町３,都営新宿線,浜町,徒歩,4,67.69,3,1,1,1,0,8.1,6,25,187404.0,2362239.621805289,1127,0.6013745704467355
HARUMI FLAG SUN VILLAGE C棟,159900000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,18,80.15,3,1,1,1,0,26.61,11,2,187404.0,1995009.357454772,1127,0.6013745704467355
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ,159900000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,17,80.15,3,1,1,1,0,26.61,11,2,187404.0,1995009.357454772,1127,0.6013745704467355
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
コスモ日本橋浜町　17階,159900000,東京,中央,日本橋浜町３,都営新宿線,浜町,徒歩,4,67.69,3,1,1,1,0,8.1,6,25,187404.0,2362239.621805289,1127,0.6013745704467355
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2026872.8609456206,1208,0.5220352460220741
レグノ・グランデ一番町タワー,160000000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,2,50.05,1,1,1,1,0,16.04,4,17,68835.0,3196803.196803197,323,0.46923803297740974
パークホームズ日本橋本町,160000000,東京,中央,日本橋本町４,東京メトロ日比谷線,小伝馬町,徒歩,3,56.93,2,1,1,1,0,8.05,7,3,187404.0,2810468.9970138767,1127,0.6013745704467355
レグノ・グランデ一番町タワー,160000000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,2,50.05,1,1,1,1,0,16.04,4,17,68835.0,3196803.196803197,323,0.46923803297740974
レグノグランデ一番町タワー,160000000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,2,50.05,1,1,1,1,0,16.04,4,17,68835.0,3196803.196803197,323,0.46923803297740974
パークタワー勝どきサウス,160000000,東京,中央,勝どき４,都営大江戸線,勝どき,徒歩,2,51.07,1,1,1,1,0,7.31,8,2,187404.0,3132954.7679655375,1127,0.6013745704467355
プレイス白金レジデンス,160000000,東京,港,白金１,東京メトロ南北線,白金高輪,徒歩,2,65.0,2,1,1,1,0,12.0,6,20,267780.0,2461538.4615384615,1955,0.7300769288221675
レフィール参宮橋ヒルズ,160000000,東京,渋谷,代々木４,小田急線,参宮橋,徒歩,3,77.96,1,1,1,1,1,8.894773996952768,2,9,231402.0,2052334.5305284762,1208,0.5220352460220741
THE TOKYO TOWERS　MID　TOWER,160000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,73.94,2,1,1,1,0,5.94,1,17,187404.0,2163916.6892074654,1127,0.6013745704467355
ザ・パークハウス築地入船,160000000,東京,中央,入船２,東京メトロ有楽町線,新富町,徒歩,3,73.56,3,1,1,1,0,8.85,2,8,187404.0,2175095.160413268,1127,0.6013745704467355
パークハウス飯田橋レジデンス,160000000,東京,新宿,筑土八幡町,東京メトロ東西線,飯田橋,徒歩,4,75.08,2,1,1,1,1,8.38,8,18,352717.0,2131060.202450719,1294,0.36686635461290495
パークホームズ日本橋本町,160000000,東京,中央,日本橋本町４,東京メトロ日比谷線,小伝馬町,徒歩,3,56.93,2,1,1,1,0,8.05,7,3,187404.0,2810468.9970138767,1127,0.6013745704467355
レグノ・グランデ一番町タワー,160000000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,2,50.05,1,1,1,1,0,16.04,4,17,68835.0,3196803.196803197,323,0.46923803297740974
THE TOKYO TOWERS MID TOWER,160000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,73.94,2,1,1,1,0,5.94,1,17,187404.0,2163916.6892074654,1127,0.6013745704467355
ザ・パークハウス西新宿タワー６０,160000000,東京,新宿,西新宿５,都営大江戸線,西新宿五丁目,徒歩,7,59.51,2,1,1,1,0,9.12,8,8,352717.0,2688623.7607124853,1294,0.36686635461290495
ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＳ　ＭＩＤ　ＴＯＷＥＲ,160000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,73.94,2,1,1,1,0,5.94,1,17,187404.0,2163916.6892074654,1127,0.6013745704467355
ザ・パークハウス新宿タワー,160000000,東京,新宿,北新宿２,東京メトロ丸ノ内線,西新宿,徒歩,6,72.35,3,1,1,1,0,14.73,1,13,352717.0,2211472.01105736,1294,0.36686635461290495
THE TOKYO TOWERS MID TOWER,160000000,東京,中央,勝どき６-3-2,都営大江戸線,勝どき,徒歩,6,73.94,2,1,1,1,0,5.94,1,17,187404.0,2163916.6892074654,1127,0.6013745704467355
パークホームズ日本橋本町,160000000,東京,中央,日本橋本町４,東京メトロ日比谷線,小伝馬町,徒歩,3,56.93,2,1,1,1,0,8.05,7,3,187404.0,2810468.9970138767,1127,0.6013745704467355
THE TOKYO TOWERS MID TOWER,160000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,7,73.94,2,1,1,1,1,5.94,1,17,187404.0,2163916.6892074654,1127,0.6013745704467355
THE TOKYO TOWERS MID TOWER,160000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,73.94,2,1,1,1,0,5.94,1,17,187404.0,2163916.6892074654,1127,0.6013745704467355
ザ・パークハウス晴海タワーズ クロノレジデンス,161800000,東京,中央,晴海２,都営大江戸線,勝どき,徒歩,12,65.61,2,1,1,1,1,11.73,10,12,187404.0,2466087.4866636186,1127,0.6013745704467355
ドゥ・トゥール　EAST,162000000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,70.7,2,1,1,1,0,5.08,10,10,187404.0,2291371.9943422913,1127,0.6013745704467355
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｂ棟,162000000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,15,75.8,3,1,1,1,0,15.62,11,2,187404.0,2137203.166226913,1127,0.6013745704467355
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｂ棟,162000000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,16,75.8,3,1,1,1,0,14.67,11,2,187404.0,2137203.166226913,1127,0.6013745704467355
THE　TOKYO　TOWERS　MID　TOWER,162800000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,88.14,2,1,1,1,0,11.12,1,17,187404.0,1847061.4930791922,1127,0.6013745704467355
パークコート虎ノ門愛宕タワー,162800000,東京,港,虎ノ門３-14-1,東京メトロ日比谷線,神谷町,徒歩,4,45.52,1,1,1,1,0,10.54,4,17,267780.0,3576449.9121265374,1955,0.7300769288221675
テラス渋谷美竹,163000000,東京,渋谷,渋谷１,東京メトロ半蔵門線,渋谷,徒歩,1,47.75,1,1,1,1,0,8.894773996952768,12,13,231402.0,3413612.5654450264,1208,0.5220352460220741
シティフロントタワー,163000000,東京,中央,佃１,都営大江戸線,月島,徒歩,7,101.62,2,1,1,1,0,4.88,8,34,187404.0,1604014.9576854948,1127,0.6013745704467355
ドゥ・トゥール,163000000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,70.98,2,1,1,1,0,5.08,9,10,187404.0,2296421.527190758,1127,0.6013745704467355
DEUX TOURS（ドゥ・トゥール）ウエスト,163000000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,69.64,2,1,1,1,0,5.08,9,10,187404.0,2340608.845491097,1127,0.6013745704467355
勝どき　ザ・タワー,164000000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,7,79.84,3,1,1,1,0,9.87,1,9,187404.0,2054108.2164328657,1127,0.6013745704467355
ザ・パークハウス晴海タワーズ　クロノレジデンス,164000000,東京,中央,晴海２,都営大江戸線,勝どき,徒歩,12,74.47,3,1,1,1,0,14.21,10,12,187404.0,2202229.0855378006,1127,0.6013745704467355
勝どきザ・タワー,164000000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,7,79.84,3,1,1,1,0,9.87,11,9,187404.0,2054108.2164328657,1127,0.6013745704467355
勝どきザ・タワー,164000000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,7,79.84,3,1,1,1,0,9.87,11,9,187404.0,2054108.2164328657,1127,0.6013745704467355
勝どきザ・タワー,164000000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,7,79.84,3,1,1,1,0,9.87,11,9,187404.0,2054108.2164328657,1127,0.6013745704467355
勝どきザ・タワー,164000000,東京,中央,勝どき５-3-1,都営大江戸線,勝どき,徒歩,7,79.84,3,1,1,1,0,9.87,11,9,187404.0,2054108.2164328657,1127,0.6013745704467355
グランスイート神楽坂ピアース　ノースヒルズ,164800000,東京,新宿,矢来町,東京メトロ東西線,神楽坂,徒歩,3,69.45,2,1,1,1,1,8.894773996952768,1,9,352717.0,2372930.165586753,1294,0.36686635461290495
パークホームズ品川ザレジデンス,164800000,東京,港,港南２,ＪＲ山手線,品川,徒歩,11,71.52,3,1,1,1,0,12.2,8,11,267780.0,2304250.5592841166,1955,0.7300769288221675
ドゥ・トゥール,164800000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,70.7,2,1,1,1,0,5.08,9,10,187404.0,2330975.954738331,1127,0.6013745704467355
パークタワー勝どきサウス,164800000,東京,中央,勝どき４,都営大江戸線,勝どき,徒歩,2,56.71,2,1,1,1,0,8.69,8,2,187404.0,2906013.048845001,1127,0.6013745704467355
パークタワー勝どきサウス,164800000,東京,中央,勝どき４,都営大江戸線,勝どき,徒歩,2,56.71,2,1,1,1,0,8.69,8,2,187404.0,2906013.048845001,1127,0.6013745704467355
パークコート虎ノ門愛宕タワー,165000000,東京,港,虎ノ門３,東京メトロ日比谷線,神谷町,徒歩,4,48.63,1,1,1,1,0,10.54,4,17,267780.0,3392967.304133251,1955,0.7300769288221675
パークタワー晴海,165000000,東京,中央,晴海２-2-42,東京メトロ有楽町線,月島,徒歩,12,72.94,3,1,1,1,1,16.59,2,6,187404.0,2262133.2602138743,1127,0.6013745704467355
パークタワー晴海,165000000,東京,中央,晴海２,東京メトロ有楽町線,月島,徒歩,11,69.65,3,1,1,1,0,15.65,2,6,187404.0,2368987.7961234744,1127,0.6013745704467355
ワールドシティタワーズ アクアタワー,165000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,15,80.01,3,1,1,1,0,5.3,10,20,267780.0,2062242.2197225345,1955,0.7300769288221675
シティタワー新宿,165000000,東京,新宿,西新宿５,東京メトロ丸ノ内線,西新宿,徒歩,7,55.98,2,1,1,1,0,15.11,2,2,352717.0,2947481.2433011793,1294,0.36686635461290495
サンアリーナ広尾,165000000,東京,渋谷,広尾５,東京メトロ日比谷線,広尾,徒歩,4,64.21,1,1,1,1,0,5.5,5,12,231402.0,2569693.19420651,1208,0.5220352460220741
クオリア広尾,165000000,東京,渋谷,広尾１,ＪＲ山手線,恵比寿,徒歩,7,63.14,2,1,1,1,0,8.894773996952768,3,21,231402.0,2613240.418118467,1208,0.5220352460220741
ヴェラハイツ恵比寿東,166900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2115604.0055773864,1208,0.5220352460220741
ヴェラハイツ恵比寿東,166900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,8,43,231402.0,2115604.0055773864,1208,0.5220352460220741
DEUX TOURS（ドゥ・トゥール） WEST,167000000,東京,中央,晴海３-13-2,都営大江戸線,勝どき,徒歩,5,70.98,3,1,1,1,0,5.08,2,9,187404.0,2352775.4296985064,1127,0.6013745704467355
ドゥ・トゥール　ＥＡＳＴ,167800000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,70.98,2,1,1,1,0,5.08,10,10,187404.0,2364046.2102000564,1127,0.6013745704467355
センチュリーパークタワー,167800000,東京,中央,佃２,都営大江戸線,月島,徒歩,9,73.84,2,1,1,1,1,4.2,1,26,187404.0,2272481.0400866736,1127,0.6013745704467355
オープンレジデンシア本郷の杜,168000000,東京,文京,本郷７,東京メトロ丸ノ内線,本郷三丁目,徒歩,4,64.53,3,1,1,1,0,5.76,8,1,235345.0,2603440.260344026,644,0.27364082517155663
【特別企画・ルーバル・リノベ】ファミール表参道ベルフ…,168000000,東京,渋谷,渋谷２,東京メトロ銀座線,表参道,徒歩,7,60.98,1,1,1,1,0,8.62,2,25,231402.0,2755001.6398819285,1208,0.5220352460220741
プラウド代々木上原,168000000,東京,渋谷,上原２-47-5,小田急線,代々木上原,徒歩,4,60.71,2,1,1,1,0,5.45,6,20,231402.0,2767254.1591171143,1208,0.5220352460220741
パークホームズ日本橋時の鐘通り,168000000,東京,中央,日本橋本町４,ＪＲ総武線快速,新日本橋,徒歩,3,56.69,2,1,1,1,0,4.59,10,3,187404.0,2963485.6235667667,1127,0.6013745704467355
パークホームズ日本橋時の鐘通り,168000000,東京,中央,日本橋本町４,ＪＲ総武線快速,新日本橋,徒歩,3,56.69,2,1,1,1,0,4.59,10,3,187404.0,2963485.6235667667,1127,0.6013745704467355
オープンレジデンシア本郷の杜,168000000,東京,文京,本郷７,東京メトロ丸ノ内線,本郷三丁目,徒歩,2,64.53,3,1,1,1,0,5.76,8,1,235345.0,2603440.260344026,644,0.27364082517155663
アトラスタワー西新宿,168000000,東京,新宿,西新宿６,東京メトロ丸ノ内線,西新宿,徒歩,8,80.22,2,1,1,1,0,6.07,10,19,352717.0,2094240.837696335,1294,0.36686635461290495
プラウド代々木上原,168000000,東京,渋谷,上原２,小田急線,代々木上原,徒歩,4,60.21,2,1,1,1,0,5.45,6,20,231402.0,2790234.1803687094,1208,0.5220352460220741
シティ音羽,168000000,東京,文京,音羽１,東京メトロ有楽町線,護国寺,徒歩,3,148.81,5,1,1,1,0,31.1,10,40,235345.0,1128956.3873395605,644,0.27364082517155663
ファミール表参道ベルファース,168000000,東京,渋谷,渋谷２,東京メトロ銀座線,表参道,徒歩,7,60.98,1,1,1,1,0,8.62,2,25,231402.0,2755001.6398819285,1208,0.5220352460220741
オープンレジデンシア本郷菊坂,168000000,東京,文京,本郷５,東京メトロ丸ノ内線,本郷三丁目,徒歩,6,86.88,3,1,1,1,0,8.894773996952768,5,7,235345.0,1933701.6574585636,644,0.27364082517155663
ザ・パークハウス西新宿タワー６０,168000000,東京,新宿,西新宿５,都営大江戸線,西新宿五丁目,徒歩,9,76.46,2,1,1,1,0,12.25,8,8,352717.0,2197227.3083965476,1294,0.36686635461290495
渋谷美竹ハイム,168000000,東京,渋谷,渋谷１,東京メトロ半蔵門線,渋谷,徒歩,3,79.68,2,1,1,1,0,8.82,7,45,231402.0,2108433.7349397587,1208,0.5220352460220741
マルモール代々木,168000000,東京,渋谷,代々木３-２－７,ＪＲ山手線,代々木,徒歩,8,85.29,2,1,1,1,0,10.0,2,47,231402.0,1969750.2638058388,1208,0.5220352460220741
晴海アイランドトリトンスクエアビュータワー,168000000,東京,中央,晴海１,東京メトロ有楽町線,月島,徒歩,7,85.86,3,1,1,1,0,27.86,2,27,187404.0,1956673.6547868624,1127,0.6013745704467355
グランド・ガーラ麻布十番,168000000,東京,港,麻布十番３,都営大江戸線,麻布十番,徒歩,3,53.18,1,1,1,1,0,12.73,7,25,267780.0,3159082.3617901467,1955,0.7300769288221675
KACHIDOKI THE TOWER 　勝どきザ・…,168000000,東京,中央,勝どき５-3-1,都営大江戸線,勝どき,徒歩,7,78.02,3,1,1,1,1,13.15,11,9,187404.0,2153294.02717252,1127,0.6013745704467355
THE TOWER KOISHIKAWA,168000000,東京,文京,小石川１,都営三田線,春日,徒歩,3,80.01,3,1,1,1,0,13.54,6,16,235345.0,2099737.532808399,644,0.27364082517155663
クレヴィア御茶ノ水,168000000,東京,文京,湯島２,東京メトロ丸ノ内線,御茶ノ水,徒歩,7,72.17,2,1,1,1,0,19.75,2,7,235345.0,2327837.0514064017,644,0.27364082517155663
センチュリーパークタワー,168000000,東京,中央,佃２,東京メトロ有楽町線,月島,徒歩,8,73.03,2,1,1,1,0,4.24,1,26,187404.0,2300424.4830891415,1127,0.6013745704467355
オープンレジデンシア本郷の杜,168000000,東京,文京,本郷７,都営大江戸線,本郷三丁目,徒歩,2,64.53,3,1,1,1,0,5.76,8,1,235345.0,2603440.260344026,644,0.27364082517155663
ザ・パークハウス三田ガーデン タワー棟,168000000,東京,港,三田５,東京メトロ南北線,白金高輪,徒歩,9,58.65,2,1,1,1,0,9.6,10,4,267780.0,2864450.1278772377,1955,0.7300769288221675
ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｂ…,168000000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,18,78.85,3,1,1,1,0,8.894773996952768,11,2,187404.0,2130627.7742549144,1127,0.6013745704467355
芝浦アイランドケープタワー,168800000,東京,港,芝浦４-１９－１,ＪＲ山手線,田町,徒歩,12,71.38,2,1,1,1,1,11.76,10,19,267780.0,2364808.0694872513,1955,0.7300769288221675
ブランズタワー芝浦,169000000,東京,港,芝浦２,ＪＲ山手線,田町,徒歩,8,55.98,2,1,1,1,0,18.75,8,4,267780.0,3018935.3340478744,1955,0.7300769288221675
パークタワー晴海,169000000,東京,中央,晴海２,東京メトロ有楽町線,月島,徒歩,12,82.27,2,1,1,1,0,18.49,2,6,187404.0,2054211.741825696,1127,0.6013745704467355
プラウド銀座一丁目,169000000,東京,中央,銀座１-28-17,東京メトロ有楽町線,銀座一丁目,徒歩,6,53.63,2,1,1,1,0,5.77,1,3,187404.0,3151221.331344397,1127,0.6013745704467355
青山コーポラス,169000000,東京,渋谷,渋谷４,東京メトロ銀座線,表参道,徒歩,5,83.4,1,1,1,1,0,2.46,3,60,231402.0,2026378.896882494,1208,0.5220352460220741
プラウド銀座一丁目,169000000,東京,中央,銀座１-28-17,東京メトロ有楽町線,銀座一丁目,徒歩,6,53.63,2,1,1,1,0,5.77,2,3,187404.0,3151221.331344397,1127,0.6013745704467355
センチュリーパークタワー,169000000,東京,中央,佃２,東京メトロ有楽町線,月島,徒歩,9,70.91,2,1,1,1,0,12.82,1,26,187404.0,2383302.778169511,1127,0.6013745704467355
青山コーポラス,169000000,東京,渋谷,渋谷４,東京メトロ千代田線,表参道,徒歩,6,83.4,1,1,1,1,0,8.894773996952768,3,60,231402.0,2026378.896882494,1208,0.5220352460220741
リビオ初台アリアフォート,169000000,東京,渋谷,初台２-31-9,京王新線,初台,徒歩,6,83.9,2,1,1,1,0,17.8,1,15,231402.0,2014302.7413587603,1208,0.5220352460220741
リバーシティ21エリアに佇む～センチュリーパークタワ…,169000000,東京,中央,佃２,都営大江戸線,月島,徒歩,8,70.91,2,1,1,1,0,12.82,1,26,187404.0,2383302.778169511,1127,0.6013745704467355
ワールドシティタワーズアクアタワー,169800000,東京,港,港南４-6-4,東京モノレール,天王洲アイル,徒歩,5,76.67,2,1,1,1,0,3.13,10,20,267780.0,2214686.3179861745,1955,0.7300769288221675
ワールドシティタワーズ　アクアタワー,169800000,東京,港,港南４,東京モノレール,天王洲アイル,徒歩,5,76.67,2,1,1,1,0,3.13,10,20,267780.0,2214686.3179861745,1955,0.7300769288221675
ワールドシティタワーズ　アクアタワー,169800000,東京,港,港南４,東京モノレール,天王洲アイル,徒歩,5,76.67,2,1,1,1,0,3.13,10,20,267780.0,2214686.3179861745,1955,0.7300769288221675
【特別企画／レインボーブリッジ】HARUMI FLA…,169800000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,20,83.39,3,1,1,1,0,13.8,11,2,187404.0,2036215.3735459887,1127,0.6013745704467355
HARUMI FLAG PARK VILLAGE 晴…,169800000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,16,88.68,3,1,1,1,0,23.2,11,2,187404.0,1914749.6617050066,1127,0.6013745704467355
ザ・クレストタワー,169800000,東京,中央,佃２,東京メトロ有楽町線,月島,徒歩,3,78.57,3,1,1,1,0,16.0,9,21,187404.0,2161130.202367316,1127,0.6013745704467355
クレッセント麻布ビュータワー,169800000,東京,港,東麻布１,都営大江戸線,赤羽橋,徒歩,2,59.87,2,1,1,1,0,8.84,2,24,267780.0,2836144.9807917154,1955,0.7300769288221675
ニューライフ一番町,169800000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,3,80.09,1,1,1,1,0,6.99,11,43,68835.0,2120114.870770383,323,0.46923803297740974
【新規内装リノベーション実施！】クレッセント麻布ビュ…,169800000,東京,港,東麻布１,都営大江戸線,赤羽橋,徒歩,2,59.87,2,1,1,1,0,8.84,2,24,267780.0,2836144.9807917154,1955,0.7300769288221675
グラーサ渋谷松濤,169800000,東京,渋谷,神泉町,東急田園都市線,渋谷,徒歩,11,79.12,2,1,1,1,0,8.88,1,22,231402.0,2146107.178968655,1208,0.5220352460220741
パークスクエア文京音羽,169800000,東京,文京,音羽１,東京メトロ有楽町線,護国寺,徒歩,6,78.03,3,1,1,1,0,10.92,1,21,235345.0,2176086.120722799,644,0.27364082517155663
ドゥトゥール,169800000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,70.7,2,1,1,1,0,5.08,9,10,187404.0,2401697.3125884016,1127,0.6013745704467355
ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｅ…,169800000,東京,中央,晴海５-6-5,都営大江戸線,勝どき,徒歩,20,83.39,3,1,1,1,0,13.8,11,2,187404.0,2036215.3735459887,1127,0.6013745704467355
ドゥ・トゥール　ＥＡＳＴ,169800000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,70.98,2,1,1,1,0,5.08,10,10,187404.0,2392223.1614539307,1127,0.6013745704467355
Ｂｒｉｌｌｉａ本郷三丁目,169800000,東京,文京,湯島２,東京メトロ千代田線,湯島,徒歩,7,70.9,2,1,1,1,0,15.24,10,11,235345.0,2394922.425952045,644,0.27364082517155663
ワールドシティタワーズ　キャピタルタワー,169800000,東京,港,港南４,ＪＲ山手線,品川,徒歩,13,84.17,3,1,1,1,0,5.7,10,19,267780.0,2017345.8476892004,1955,0.7300769288221675
グランスイート広尾,169800000,東京,港,南麻布４,東京メトロ日比谷線,広尾,徒歩,6,53.96,2,1,1,1,0,6.08,3,11,267780.0,3146775.3891771683,1955,0.7300769288221675
ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｅ…,169800000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,17,83.39,3,1,1,1,0,13.8,11,2,187404.0,2036215.3735459887,1127,0.6013745704467355
一番町マンション,169900000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,5,104.04,2,1,1,1,0,37.04,3,61,68835.0,1633025.759323337,323,0.46923803297740974
一番町マンション,169900000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,5,104.04,2,1,1,1,1,37.04,3,61,68835.0,1633025.759323337,323,0.46923803297740974
明石町ツインクロス,169990000,東京,中央,明石町1-3,東京メトロ有楽町線,新富町,徒歩,1,105.69,4,1,1,1,0,8.894773996952768,2,41,187404.0,1608383.0069069923,1127,0.6013745704467355
明石町ツインクロス,169990000,東京,中央,明石町,東京メトロ有楽町線,新富町,徒歩,1,105.69,4,1,1,1,0,1.0,2,41,187404.0,1608383.0069069923,1127,0.6013745704467355
アトラスタワー西新宿,170000000,東京,新宿,西新宿６,東京メトロ丸ノ内線,西新宿,徒歩,8,80.22,2,1,1,1,0,6.07,10,19,352717.0,2119172.276240339,1294,0.36686635461290495
アトラス青山レジデンシャル,170000000,東京,渋谷,渋谷２,東京メトロ銀座線,表参道,徒歩,8,55.2,1,1,1,1,0,12.42,5,2,231402.0,3079710.144927536,1208,0.5220352460220741
ワールドシティタワーズ　ブリーズタワー,170000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,15,70.67,2,1,1,1,0,6.9,10,19,267780.0,2405546.9081647093,1955,0.7300769288221675
渋谷美竹ハイム,170000000,東京,渋谷,渋谷１,東京メトロ半蔵門線,渋谷,徒歩,3,79.31,1,1,1,1,0,17.12,7,45,231402.0,2143487.5803807843,1208,0.5220352460220741
29階・南向き・3LDK　ザ・パークハウス晴海タワー…,170000000,東京,中央,晴海２-3-30,都営大江戸線,勝どき,徒歩,10,74.0,3,1,1,1,0,17.46,10,12,187404.0,2297297.2972972975,1127,0.6013745704467355
パークタワー西新宿,170000000,東京,新宿,西新宿５,都営大江戸線,西新宿五丁目,徒歩,6,61.6,2,1,1,1,0,10.94,11,1,352717.0,2759740.2597402595,1294,0.36686635461290495
